Price,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
Ticker,AZN.L,AZN.L,AZN.L,AZN.L,AZN.L,HSBA.L,HSBA.L,HSBA.L,HSBA.L,HSBA.L,SHEL.L,SHEL.L,SHEL.L,SHEL.L,SHEL.L,ULVR.L,ULVR.L,ULVR.L,ULVR.L,ULVR.L,RR.L,RR.L,RR.L,RR.L,RR.L,BATS.L,BATS.L,BATS.L,BATS.L,BATS.L
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-03,12210.0,12222.0,11944.0,11976.0,2746169,954.7339477539062,958.4337040445636,946.1345669969705,948.0343989623269,19749274,2693.751220703125,2756.7454029244677,2690.751497740204,2734.7474345297132,7444586,5092.30029296875,5098.716226585156,5032.415967438984,5049.5257747332025,3326755,1082.0,1083.5,1064.5,1070.5,9038193.0,4089.7880859375,4108.782457395044,4031.8052678039444,4096.786012263963,3768384
2025-09-04,12188.0,12256.0,12132.0,12204.0,1241306,961.3335571289062,962.7334237200419,949.5343241081356,952.0341512683096,14119124,2687.751708984375,2701.2504619870865,2675.0509779645527,2682.2522170203074,7942239,5134.0048828125,5141.490545272655,5084.8144328696935,5092.300095329849,2960610,1069.5,1085.0,1064.5,1084.5,9666835.0,4128.7763671875,4157.7677750926905,4058.7971067266953,4092.787033236229,2201260
2025-09-05,12090.0,12202.0,12086.0,12170.0,1828847,962.9334106445312,981.7320984592342,960.1336164646283,969.9329266097562,19995092,2627.25732421875,2692.251320821688,2625.033408544724,2681.2523367811905,8368499,5099.78564453125,5155.392520167969,5081.606595709482,5144.699134356766,3387927,1075.5,1090.0,1066.5,1070.0,16485511.0,4131.77587890625,4147.771139990813,4079.7912803814193,4142.772620901887,2712045
2025-09-08,11970.0,12130.0,11840.0,12130.0,1168085,969.73291015625,970.8328706916996,960.5335342815392,963.3333894401856,14270323,2638.75634765625,2663.754039468075,2629.2572247677567,2655.754778088291,7757302,5021.72216796875,5054.872542150636,5012.098023282996,5051.664331176098,2605183,1092.5,1095.5,1079.5,1084.0,16031675.0,4130.77587890625,4162.766398781613,4111.781507730253,4133.774990144565,2014084
2025-09-09,11976.0,12010.0,11888.0,11998.0,983897,978.9323120117188,978.9323120117188,964.1333474888218,967.733074172711,23018289,2664.25390625,2673.25307500821,2631.256954136564,2633.756723236067,7942183,4946.8671875,5028.1387763620805,4934.0348313638815,5028.1387763620805,2395055,1087.0,1090.5,1071.5,1087.5,18980678.0,4153.76904296875,4164.765784117404,4127.7767457082955,4139.773190597736,1604229
2025-09-10,11914.0,12064.0,11912.0,12008.0,1129592,996.7310791015625,998.9309392219524,984.9319070406638,989.931561391124,25164805,2655.7548828125,2665.753959931523,2637.2565901423072,2651.7552519648907,9229460,4937.24267578125,4982.155674803153,4920.13286887046,4958.629934419737,2035159,1099.5,1103.5,1085.0,1100.0,27928350.0,4131.77587890625,4184.760181248866,4121.778840728398,4158.76788198645,1858917
2025-09-11,11956.0,12002.0,11894.0,11936.0,1267493,1011.7300415039062,1011.7300415039062,997.7310093315982,999.9308694505769,31309384,2644.755859375,2684.2522134185965,2638.2564593425095,2661.754290229206,7204499,4955.421875,4980.017345245347,4928.687922944373,4950.0751822364455,2846060,1123.5,1123.5,1097.0,1103.5,37670289.0,4198.75537109375,4198.75537109375,4138.773151506696,4175.762186918712,2723655
2025-09-12,11794.0,11986.0,11772.0,11930.0,1925210,1006.9303588867188,1011.9900065109896,1005.7304296689488,1011.3300790082304,13702254,2636.756591796875,2663.7540995627132,2629.257284084142,2631.75705332172,10408670,4951.14453125,5002.473954671754,4951.14453125,4981.08669491269,3551110,1130.0,1140.6689453125,1112.25,1122.0,28261200.0,4158.767578125,4217.099412984802,4149.770244422326,4212.751580341045,3144706
2025-09-15,11414.0,11690.0,11338.83984375,11656.0,3189911,1013.1299438476562,1015.729739630967,1008.3302880002715,1015.729739630967,27834908,2626.257568359375,2641.7561376757926,2610.259045194041,2629.757245301792,5987439,4905.16162109375,4949.130857062111,4892.3292657082,4949.005379934915,7321197,1145.5,1154.5,1134.0,1135.0,97142991.0,4130.77587890625,4185.75958494203,4106.782988999727,4181.76076995761,4275782
2025-09-16,11346.0,11502.0,11332.0,11400.0,4005429,1001.5307006835938,1015.1297966684737,999.630868714213,1014.3298642060536,31676336,2636.756591796875,2639.756314881968,2614.452742539914,2633.2569148642665,6184722,4857.04052734375,4886.982690630601,4844.208171649385,4873.08109402117,2912501,1130.5,1150.0,1123.5,1146.0,28533986.0,4089.7880859375,4121.778606287047,4070.7937144799557,4105.783346112274,2448009
2025-09-17,11396.0,11400.0,11246.0,11338.0,1404446,1014.7297973632812,1017.9295882358283,1003.7305581976682,1006.5303523245464,17301410,2605.75927734375,2649.75521295508,2598.2599701372733,2646.255536258724,7243439,4875.2197265625,4884.844359809203,4833.51493544496,4855.971436544847,1962904,1116.0,1142.0,1116.0,1130.5,26338500.0,4095.7861328125,4117.779614609394,4075.7920584516874,4090.7876142222967,4064410
2025-09-18,11248.0,11450.0,11224.0,11424.0,2290770,1018.7295532226562,1023.1992759260254,1010.9301046805663,1014.7298297620013,18697468,2622.2578125,2637.256427252145,2605.2974648678382,2607.259197747855,9887601,4865.59521484375,4880.566539940567,4835.653052887955,4875.219359127224,4033974,1129.5,1140.0,1124.0,1132.5,31819855.0,4064.79541015625,4132.775264531711,4049.361995520817,4116.7800046786615,3798618
2025-09-19,11304.0,11444.0,11288.0,11382.0,4377013,1027.72900390625,1030.5287371239106,1014.1299073644454,1022.7292884917678,69619169,2612.2587890625,2639.75625,2608.188120018352,2631.7569886363635,22421970,4869.873046875,4898.745970218156,4838.861641629769,4839.930882580807,9561254,1150.0,1154.0,1133.0,1146.0,26641257.0,4029.8056640625,4100.784627631946,4029.4027073171587,4067.7944051278373,14786685
2025-09-22,11500.0,11514.0,11246.0,11282.0,1463375,1031.5286865234375,1031.7287459394965,1021.5293775767934,1025.929097925692,15552133,2614.258544921875,2626.757390518174,2603.259560797132,2618.2581755126903,8288254,4791.8095703125,4865.595494455805,4781.116184546974,4847.41644571169,2213513,1149.0,1159.0,1144.0,1151.0,16104573.0,3969.823486328125,4031.805117189959,3952.8285230272995,4011.8110427183997,2920821
2025-09-23,11258.0,11448.0,11248.0,11432.0,1477037,1036.7283935546875,1045.1277153648043,1030.5287488116537,1032.3286732348936,21629074,2644.755859375,2664.7540133211246,2618.7582592450376,2624.7577054288754,12203609,4762.9365234375,4796.086897274856,4755.451348891851,4769.35294531989,2309666,1164.0,1172.0,1144.0,1151.5,16716981.0,3895.845458984375,3970.823239180379,3884.848717888961,3960.8262018209116,2960308
2025-09-24,11210.0,11242.0,11102.0,11198.0,1431392,1037.1282958984375,1040.3281480625938,1020.9294639051062,1028.1289176661692,17202902,2672.753173828125,2679.7525274445848,2626.75742149139,2635.2566365970906,15441161,4765.07568359375,4789.671154727795,4749.035116485646,4771.491617494268,4861923,1173.5,1177.0,1153.5880126953125,1173.0,45546085.0,3893.845947265625,3951.828762398207,3849.8589840615973,3933.834095632923,3695119
2025-09-25,10956.0,11186.0,10956.0,11164.0,1788993,1025.1290283203125,1029.1287516021894,1019.129504428431,1023.9291601604965,26504526,2698.750732421875,2701.7504553552817,2668.7535030878043,2669.7534107322736,6752067,4757.58984375,4807.523882206888,4741.549277237859,4747.965699137858,2629451,1170.5,1179.0,1152.5,1172.0,11992714.0,3932.83447265625,3963.82528827708,3903.843064494829,3910.840990602758,3605183
2025-09-26,11000.0,11020.0,10784.0,10900.0,1552339,1038.728271484375,1041.809967715233,1023.7292468994369,1024.9291761899447,18576509,2733.24755859375,2739.2470044878646,2707.2499597192527,2717.249036209444,9441387,4718.0234375,4765.075406910603,4697.705419558687,4739.4106963230015,3087348,1182.5,1191.0,1172.0,1174.5,19971099.0,3938.832763671875,3948.8298011431234,3894.845798798382,3918.838688729378,2602922
