Ticker,Return_5d,Return_1mo,Return_3mo,Return_1y,Return_3y,Volatility_5d,Volatility_1mo,Volatility_3mo,Volatility_1y,Volatility_3y,Market-Cap,PE-Ratio
SHEL.L,6.603784732386806,-2.4226879298410147,3.581383785695668,1.6095840237447954,13.770120885488799,0.18180615465578115,0.23453881709228533,0.19053210190180117,0.20880117216167024,0.2048428686853112,15478747796199.0,1499.1758241758241
SMIN.L,3.8493038493038494,3.341483292583537,7.837613877521699,43.71256755989277,48.760666238654224,0.0688211957802002,0.1800019121511648,0.16150219712937108,0.21938982607914626,0.19338807482029488,802180172844.0,3133.333333333333
SMT.L,1.2320868677144046,14.427987132352941,9.730660129416316,19.084165697744453,58.16583874180195,0.1513863162121113,0.16095413174038403,0.1924958082837669,0.24303979328638267,0.24005160003694528,1321918758884.9,
SN.L,-2.955082742316785,-0.16214025131738954,-10.591423698335673,20.587255850935527,8.733025500038693,0.3452032753087439,0.21940658141340008,0.26844026883266897,0.2839181633940897,0.2470790178534266,1047495343970.0,2938.095238095238
SPX.L,3.890489913544669,7.291666666666667,5.033201294477756,4.143566976131109,-38.5223374708195,0.2516534044392803,0.17195804202379697,0.20739858719160228,0.29708654893947806,0.2752027681063654,533215902570.0,3279.5454545454545
SSE.L,1.8085575650639611,3.6471336870112605,39.04950890290675,45.43250455785744,35.284511147529535,0.30950974092075667,0.2038830474374388,0.3279886725399898,0.26932501566359796,0.22031888895045812,2770258689352.0,2652.8735632183907
STAN.L,2.435649045114863,11.442336645588679,31.008849557522122,73.48666482490653,164.02503965349112,0.14993967422790855,0.16253714773362066,0.21211681952054176,0.3156882520711065,0.3024869471485541,4172932405638.0,1311.3475177304965
STJ.L,3.864902506963788,10.033198081888601,20.42793702058942,69.04092983269491,19.195368670668277,0.19262738178414246,0.1991994187872071,0.23354886719261986,0.3309142922560439,0.3932885866347222,775819934092.0,1587.2340425531916
SVT.L,-3.14878892733564,-0.3914590747330961,9.999790836689701,12.189341747147758,2.176290870123318,0.3387333544736263,0.18931595735318407,0.15432372873562872,0.20715973606115315,0.2172476939568996,843040858800.0,2666.6666666666665
TSCO.L,2.015635034931095,-4.500330996269329,-1.8116276096946642,19.325420849808747,73.97007453378778,0.1667022147178987,0.2602465417476507,0.23044766663088614,0.24217827906565936,0.1953726543254119,2735557851840.5073,1870.8695121433423
TW.L,-3.792783100827355,2.211302211302211,7.197760086617031,-6.2682956279173645,-11.360791061825374,0.3310701505603377,0.21673152237040208,0.24759189960300795,0.25715566705751275,0.2586838927827783,368293589976.0,5200.0
ULVR.L,2.9260450160771705,0.8233322270264717,-1.143505536572584,-0.525531380902972,9.756839940508911,0.1111643136732334,0.20230762435642569,0.16163118371608542,0.1823589225203859,0.15909478901895507,10459681191827.5,2200.229357798165
UTG.L,0.9615384615384616,12.573099415204677,-18.012209229276156,-30.389273761166912,-41.65583965123342,0.15531928419493482,0.2069875272799517,0.29213746309982375,0.23884862459320624,0.22735849549402298,283860273120.0,828.5714285714287
UU.L,-1.6174686615446827,-0.6791108531362483,7.102184276403967,22.933349435676803,18.84543204888401,0.23402450129747437,0.17372275372247453,0.1455881492965788,0.19812138122043196,0.21001951490559756,830199150132.5,2063.5593220338983
VOD.L,-2.315486242689233,6.534089882840148,17.189112245037624,45.76240283725645,11.901914485811368,0.29737230282606064,0.17014198093531105,0.24476533072199214,0.2634267264503739,0.25886664783033875,2376416245850.221,
WEIR.L,4.406779661016949,7.994389901823282,17.925637661483513,35.229640567948884,69.37116741192453,0.11475207063168134,0.1595980163653753,0.18547954642968065,0.24121299953854372,0.2291929617838506,801162795558.0,2593.27731092437
WPP.L,-4.451652582576947,13.202940943847013,-15.493704266012267,-55.64794266198149,-64.60777216010612,0.7049268657378461,0.3734510678235324,0.5177982474482835,0.4599598250015164,0.3294710049829528,351137223045.0,930.0000000000001
WTB.L,6.760886172650879,17.932489451476794,-10.948258635183308,-3.6220365320191004,-6.0601259110325305,0.5887983634290882,0.3384282056830424,0.38585340390307066,0.29631391281783054,0.24664419076071833,468871067178.0,1950.3496503496503
